Make,Model,Nickname,Car Gender,Buyer Gender,Buyer Age,Buzzword,Country,City,Dealer Latitude,Dealer Longitude,Color,New Car,Purchase Date,Sale Price,Discount,Resell Price,5-yr Depreciation,Top Speed,0-60 Time
Oldsmobile,Cutlass Cruiser,Cletis,Female,Male,31,motivating,Canada,Thompson,55.7454343,-97.8681552,Red,TRUE,30/10/2004,81776.03,0.1927,26317.04,0.16,242.3,8
Honda,Accord,Ellerey,Male,Male,54,responsive,Russia,Kurmanayevka,52.5093,52.0675,Goldenrod,FALSE,06/09/2017,98314.18,0.1317,24333.77,0.15,199.9,14.3
Honda,S2000,Isis,Male,Female,43,interactive,Syria,Ma‘dān,35.7517244,39.6156785,Aquamarine,TRUE,26/03/2018,92460.17,0.3495,4180.76,0.02,229.6,12.6
Lamborghini,Murciélago,Fielding,Male,Male,56,productivity,Ecuador,El Ángel,0.6183138,-77.9424531,Aquamarine,TRUE,30/01/2002,53564.83,0.1483,42439.71,0.05,246.1,2.4
Volvo,V70,Rora,Male,Female,48,multi-tasking,Micronesia,Eauripik,6.691667,143.041667,Goldenrod,FALSE,11/03/2011,65378.03,0.1859,44932.95,0.12,236.8,3.6
Ford,Aerostar,Renato,Female,Male,45,Versatile,China,Qingfeng,35.88518,115.104389,Blue,FALSE,12/09/2011,94944.59,0.2714,40855.81,0.2,128.2,5.1
Pontiac,Fiero,Carolee,Female,Female,59,Stand-alone,China,Longtanping,29.674163,110.167402,Teal,FALSE,23/09/2017,36661.88,0.5826,43188.66,0.15,228.2,5.6
Holden,Monaro,Biron,Female,Male,56,hardware,Indonesia,Tengah,-7.150975,110.1402594,Green,TRUE,17/04/2004,99763.83,0.2764,26384.07,0.15,223.3,8.2
Bugatti,Veyron,Vern,Female,Male,38,Monitored,China,Baisha,26.641315,100.222545,Purple,TRUE,03/01/2005,34955.97,0.5547,8880.42,0.1,141.2,9.5
Mazda,MX-6,Chance,Female,Male,58,holistic,France,Plaisir,48.8179158,1.967221,Crimson,FALSE,01/06/2014,50084.81,0.6781,19616.15,0.03,145.3,4.3
BMW,M5,Darill,Female,Male,56,solution-oriented,South Africa,Allanridge,-27.7863104,26.6494394,Orange,TRUE,11/01/2012,54450.87,0.2004,49546.58,0.13,175.3,11
Suzuki,X-90,Horacio,Male,Male,45,Self-enabling,Poland,Dzikowiec,50.3057063,21.8736798,Crimson,TRUE,05/07/2019,72218.41,0.0287,24842.39,0.13,214.4,2.5
Dodge,Ram Van B350,Dedra,Female,Female,53,multi-state,Iran,Khonj,27.8827043,53.4284076,Mauv,TRUE,13/01/2014,71667.92,0.133,31094.1,0.11,146.9,2.6
Mazda,MX-6,Sayers,Male,Male,41,system engine,Indonesia,Karang Tengah,-6.2057964,106.7057733,Mauv,FALSE,25/05/2017,95093.82,0.0238,48712.6,0.09,218.2,10.6
Plymouth,Volare,Niels,Male,Male,22,background,China,Sanquan,39.9474817,116.4689261,Aquamarine,FALSE,04/08/2013,14980.81,0.3163,25487.68,0.02,246.7,3.7
Mercedes-Benz,C-Class,Sissie,Female,Female,51,attitude,France,Limeil-Brévannes,48.749354,2.480322,Maroon,FALSE,11/09/2018,98276.91,0.5765,8923.79,0.12,210.3,11.8
Saturn,L-Series,Caz,Female,Male,49,ability,Czech Republic,Kozlovice,49.5903943,18.2565719,Turquoise,TRUE,29/10/2004,67811.02,0.5907,41155.96,0.07,135.9,5.9
Infiniti,G,Paquito,Female,Male,58,Seamless,China,Xiaolan,22.672099,113.250897,Goldenrod,FALSE,04/11/2004,52102.99,0.4869,17517.7,0.01,155.6,5
Dodge,Ram Van 2500,Ashlin,Male,Male,73,Profit-focused,Pakistan,Parachinar,33.8942048,70.1081888,Aquamarine,FALSE,31/10/2017,66451.41,0.2733,26127.64,0.03,247,4.4
Mitsubishi,Montero,Dita,Male,Female,70,contextually-based,New Zealand,Raglan,-37.8268291,174.7994271,Turquoise,FALSE,15/08/2011,99610.79,0.1712,44345.84,0.23,175.4,2
Volkswagen,GTI,Lev,Male,Male,55,uniform,South Africa,Roodepoort,-26.1631828,27.8252814,Indigo,FALSE,29/04/2010,71446.64,0.6479,16231.24,0.02,226.4,2.2
Volkswagen,Passat,Alida,Female,Female,28,national,France,Croix,47.6252225,0.277316,Yellow,TRUE,08/01/2016,21292.74,0.0894,5532.18,0.19,203.5,9.5
Jeep,Compass,Merill,Female,Male,51,regional,Russia,Ivanishchi,55.7754263,40.4248943,Blue,FALSE,12/01/2002,44631.46,0.5969,41918.97,0.04,187.5,12.9
Volvo,S40,Graehme,Male,Male,70,leading edge,Portugal,Vila Nova,41.5993168,-8.3776801,Pink,TRUE,07/11/2005,60505.49,0.3396,47901.27,0.1,134.8,5.6
BMW,5 Series,Hamish,Female,Male,30,Inverse,Malaysia,Nusajaya,1.424768,103.6487041,Crimson,TRUE,17/07/2019,88593.14,0.3781,6545,0.08,171.1,14
Acura,MDX,Edouard,Female,Male,42,Organized,Russia,Prosvet,55.564846,65.083549,Maroon,TRUE,12/02/2004,76603.62,0.5425,3191.43,0.02,131.9,7.3
Mitsubishi,Pajero,Ann-marie,Female,Female,51,product,Guatemala,Asunción Mita,14.335889,-89.713497,Maroon,TRUE,27/06/2011,95407.95,0.6803,27321.97,0.23,148.1,2.4
GMC,Yukon XL 1500,Mylo,Male,Male,23,Streamlined,South Africa,Taung,-27.6326162,24.861199,Orange,TRUE,01/03/2015,15630.99,0.4991,10298.69,0.06,198.4,11.9
Ford,Mustang,Abigael,Male,Female,24,attitude,Indonesia,Pasuruan,-7.6469193,112.8999225,Fuscia,TRUE,04/09/2010,59076.35,0.5653,46819.73,0.13,242.2,11.6
Chrysler,Imperial,Shelbi,Male,Female,72,hybrid,Senegal,Kayar,14.9165428,-17.1203909,Khaki,FALSE,31/01/2002,20536.2,0.039,22117.36,0.09,164.6,8
Nissan,Xterra,Erma,Male,Female,47,Pre-emptive,China,Juyuan,44.9863911,-93.3808756,Maroon,TRUE,02/08/2006,71774.82,0.2598,3936.51,0.2,174,7.5
Lincoln,Aviator,Broderick,Female,Male,23,hardware,France,Le Mans,47.9956173,0.1924459,Indigo,TRUE,03/06/2017,81845.13,0.44,49840.42,0.1,133.4,12.5
Volkswagen,rio,Chuck,Female,Male,66,radical,Russia,Kachug,53.9608024,105.8754575,Goldenrod,TRUE,13/01/2005,52775.08,0.2918,26313.51,0.1,208.3,14.5
Porsche,Cayenne,Adel,Female,Female,25,well-modulated,Honduras,Toyós,15.5262669,-87.6556468,Orange,TRUE,06/01/2019,59359.44,0.6026,49605.07,0.18,192.7,4.3
Ford,ZX2,Celka,Male,Female,63,Visionary,Indonesia,Mauloo,-8.7517433,122.0183914,Mauv,TRUE,04/10/2015,22513,0.3717,42615.49,0.21,176.1,14.4
Ford,Econoline E150,Dunn,Male,Male,38,6th generation,China,Bayan Gol,41.764115,86.145298,Fuscia,TRUE,30/08/2007,70036.56,0.331,30190.11,0.2,241,12.7
Volkswagen,New Beetle,Celestyna,Male,Female,71,Fundamental,Serbia,Krupanj,44.3623348,19.3629829,Red,TRUE,05/11/2002,11117.36,0.2972,42618.39,0.14,217.6,7.3
Honda,Fit,Whitman,Male,Male,45,Re-contextualized,Sweden,Eksjö,57.5437143,15.12593,Pink,TRUE,29/04/2004,53805.71,0.6662,48422.85,0.19,164.1,8.5
GMC,Yukon XL 1500,Theodor,Male,Male,41,focus group,China,Tongzhong,31.568311,83.872813,Indigo,TRUE,16/03/2011,13404.41,0.2118,45805.18,0.02,227.6,12.5
BMW,X6 M,Gerrilee,Male,Female,39,Adaptive,Poland,Ostrówek,51.3367814,18.6254711,Maroon,TRUE,22/09/2009,39714.56,0.5332,16010.01,0.11,168.2,9.8
Audi,A3,Berk,Female,Male,52,capability,Canada,Nelson,49.4928119,-117.2948343,Orange,FALSE,17/09/2017,31499.43,0.6828,2694.57,0.23,217,13.7
Dodge,Ram Van 1500,Birgit,Female,Female,32,heuristic,Poland,Kępno,51.2781356,17.9890591,Fuscia,FALSE,12/04/2014,87024.99,0.0338,7079.41,0.05,244.8,10.1
Ford,Thunderbird,Annabel,Male,Female,52,task-force,Philippines,Sagbayan,9.9137002,124.0939065,Purple,FALSE,20/11/2015,59517.49,0.3563,36824.21,0.25,235.1,5.3
Acura,RL,Alverta,Female,Female,66,Adaptive,Netherlands,Zwolle,52.5168356,6.1433403,Crimson,TRUE,23/03/2004,13929.28,0.0012,43895,0.17,234.2,8.3
Mazda,Millenia,Truda,Female,Female,49,encryption,Moldova,Ceadîr-Lunga,46.0573473,28.8253483,Goldenrod,TRUE,17/06/2004,98432.24,0.413,15097.9,0.06,172.5,7.9
Volvo,XC90,Rad,Male,Male,47,solution-oriented,Philippines,Tambilil,5.9795827,124.6723608,Purple,TRUE,14/12/2003,70511.78,0.5485,46008.66,0.15,176.7,4.8
Subaru,Impreza,Harriott,Female,Female,53,budgetary management,Madagascar,Fenoarivo Be,-17.3256545,49.36706,Puce,FALSE,04/09/2015,58822.83,0.6475,8805.76,0.13,248.6,13.6
Lexus,ES,Ellery,Female,Male,36,Progressive,Portugal,Colos,37.7340363,-8.4593678,Crimson,FALSE,12/10/2019,66340.28,0.3572,19016.06,0.1,143.2,3.7
Hyundai,Scoupe,Wendy,Male,Female,74,function,Philippines,Binonga,10.7703265,122.9829759,Teal,TRUE,17/01/2015,87620.85,0.4874,44764.52,0.19,185.7,10.4
Chevrolet,Camaro,Ewart,Male,Male,53,monitoring,Ivory Coast,Abengourou,6.7156982,-3.4801349,Indigo,TRUE,24/05/2003,77283.42,0.3854,18825.62,0.23,216,3.3
Chevrolet,Corvette,Nikolaos,Female,Male,37,core,Canada,Swift Current,50.2927014,-107.8016967,Crimson,TRUE,07/10/2012,77941.36,0.1531,42735.41,0.14,204.9,14
Chevrolet,Sportvan G30,Ethyl,Female,Female,34,architecture,Yemen,Ḩarīb,14.92653,45.507141,Pink,FALSE,17/06/2015,11898.3,0.6608,21704.78,0.04,247.5,12.2
Volkswagen,Passat,Maje,Female,Male,20,success,Argentina,Santa Rosa,-31.3950849,-64.2390612,Green,FALSE,05/12/2005,56664.51,0.5275,31673.54,0.05,222.7,4.1
Scion,xD,Turner,Female,Male,48,benchmark,Indonesia,Belang,0.9718896,124.7851264,Violet,FALSE,24/05/2009,54364.66,0.513,35968.09,0.08,168.9,2.9
Buick,Century,Melamie,Female,Female,20,system-worthy,Peru,Colca,-15.6093293,-72.0896229,Aquamarine,FALSE,17/11/2009,11763.07,0.3913,23762.24,0.19,129.6,8.4
Ford,F150,Valentine,Male,Male,70,software,New Zealand,Whakatane,-37.9625979,176.9852185,Goldenrod,FALSE,30/11/2006,39519.17,0.1793,16538.84,0.02,161.6,11.5
Mazda,323,Barney,Female,Male,26,disintermediate,China,Puyuan,30.67705,120.618585,Khaki,TRUE,09/04/2002,52545.83,0.6309,40805.54,0.15,200.4,2.3
GMC,Jimmy,Earl,Male,Male,74,hardware,Portugal,Calheta de Nesquim,38.402951,-28.080155,Purple,TRUE,15/08/2010,51054,0.6466,41054.91,0.11,132.6,10.7
Saturn,Aura,Zarah,Female,Female,65,impactful,Indonesia,Dofa,-1.8213645,125.379537,Green,FALSE,19/06/2013,64614.68,0.2766,36265.23,0.22,228.3,3
Toyota,T100 Xtra,Mollee,Male,Female,54,6th generation,Poland,Imielin,50.1470572,19.204916,Puce,FALSE,15/10/2014,47224.37,0.0753,42707.68,0.12,243.3,12.2
Jaguar,S-Type,Crosby,Male,Male,67,Open-architected,United States,Rochester,43.1352111,-77.6478852,Fuscia,FALSE,01/03/2017,57202.69,0.3474,35828.12,0.09,178,14
Infiniti,M,Stuart,Female,Male,53,monitoring,Nicaragua,Bluefields,12.0111402,-83.7703693,Teal,FALSE,01/04/2005,76012.45,0.1363,17811.6,0.22,240.6,8.7
Mitsubishi,Galant,Sapphira,Male,Female,55,Expanded,Portugal,Touguinha,41.3715365,-8.7162646,Goldenrod,TRUE,06/08/2009,24439.85,0.5906,3934.35,0.16,224.8,10.1
Dodge,Challenger,Larina,Female,Female,42,global,Myanmar,Pyay,18.8406029,95.2579968,Fuscia,TRUE,23/07/2009,20335.02,0.1859,28913.54,0.13,125.4,10.6
Mitsubishi,Truck,Miles,Male,Male,54,coherent,China,Qumudi,32.20076,79.18447,Fuscia,TRUE,21/04/2004,57568.43,0.1001,39423.15,0.12,193.9,2.4
Volkswagen,Phaeton,Adrianne,Female,Female,74,Up-sized,Ukraine,Karlivka,49.4576263,35.1200067,Purple,TRUE,29/01/2011,44341.28,0.3324,32341.3,0.12,182.5,12.9
Volvo,960,Lezley,Female,Male,72,Public-key,China,Xinhuang,27.352673,109.174932,Mauv,TRUE,25/08/2017,53778.9,0.5988,20272.18,0.2,209.4,14.5
Mazda,RX-7,Derward,Female,Male,55,tangible,China,Zhangzhu,34.746611,113.625328,Goldenrod,FALSE,23/10/2004,21111.29,0.5268,43960.99,0.13,217.7,2.9
BMW,3 Series,Leonhard,Female,Male,60,Visionary,Russia,Shuya,56.8530446,41.3756828,Turquoise,FALSE,09/04/2016,82614.14,0.3788,5778.82,0.1,186.4,10.2
Nissan,JUKE,Aggi,Female,Female,54,flexibility,Chad,Moundou,8.5914775,16.0757749,Blue,FALSE,27/03/2014,67557.51,0.0538,13282.7,0.14,207.1,7.2
Nissan,Quest,Bat,Male,Male,54,productivity,Czech Republic,Benešov nad Černou,48.7233569,14.6338236,Puce,TRUE,07/02/2016,13050.83,0.3543,37404.04,0.2,206,13.2
Ford,F-Series,Lusa,Male,Female,61,orchestration,Philippines,Bingawan,11.2328036,122.5666402,Aquamarine,TRUE,22/12/2007,86611.31,0.503,42660.81,0.19,247.7,12.3
Ford,Escort ZX2,Kristofor,Male,Male,65,moderator,Colombia,Cajicá,4.917531,-74.024773,Goldenrod,TRUE,29/05/2003,73951.91,0.3429,16404.55,0.08,141,13.3
Volkswagen,Golf,Aryn,Female,Female,66,Virtual,Jamaica,Spanish Town,18.0193171,-76.9758274,Maroon,TRUE,14/05/2020,56839.54,0.6592,20912.82,0.01,222.2,10.6
Mercedes-Benz,Sprinter 2500,Yehudi,Male,Male,73,responsive,United States,Philadelphia,40.0380778,-75.1136721,Puce,FALSE,18/11/2004,39103.84,0.6328,47520.55,0.02,218.3,2.5
Dodge,Ram 3500,Gwenni,Male,Female,65,collaboration,China,Wangcungang,21.430823,110.949819,Green,TRUE,20/07/2005,29127.57,0.6673,34379,0.2,123.3,10.8
Volvo,XC70,Barnard,Male,Male,69,needs-based,Russia,Dagestanskiye Ogni,42.1090506,48.1941426,Fuscia,TRUE,25/07/2007,88319.49,0.0856,47206.35,0.06,169.5,13
Pontiac,GTO,Carina,Female,Female,68,interface,Greece,Íasmos,41.1283966,25.1850002,Puce,FALSE,13/10/2012,17456.1,0.1272,21067.95,0.1,240.3,6.2
Saturn,S-Series,Evvie,Male,Female,60,moderator,Philippines,Aanislag,13.0748,123.703,Green,FALSE,03/09/2006,49180.4,0.0132,49884.36,0.07,222.6,2.1
Suzuki,Esteem,Alastair,Female,Male,37,Intuitive,Philippines,Tobias Fornier,10.5306091,121.9482983,Maroon,FALSE,10/05/2013,83643.4,0.0025,35401.97,0.21,193.6,4.4
Dodge,Durango,Tomlin,Male,Male,61,Extended,Madagascar,Ifanadiana,-21.3032134,47.6381357,Crimson,FALSE,13/02/2005,95251.18,0.1261,3651.18,0.09,241.9,15
Mercedes-Benz,SL65 AMG,George,Male,Female,20,Programmable,Poland,Zabierzów,50.1242949,19.8106779,Orange,TRUE,17/05/2002,64298.18,0.5012,8003.09,0.02,207.5,8.3
Dodge,Stealth,Morton,Male,Male,31,systematic,Japan,Shizuoka-shi,34.998592,138.4400063,Crimson,TRUE,29/01/2010,33104.03,0.3731,32341.31,0.06,176.1,13.2
Mercedes-Benz,SL-Class,Hamnet,Male,Male,39,website,Russia,Novosemeykino,53.3791711,50.3248312,Purple,TRUE,10/08/2014,93561.87,0.005,17665.56,0.14,240.8,6.8
Mitsubishi,Lancer,Miran,Male,Female,71,tertiary,China,Huangbao,35.872664,120.04619,Turquoise,FALSE,17/03/2020,57402.9,0.0616,43371.31,0.19,243.3,13.9
Ford,F150,Elissa,Male,Female,59,leading edge,Botswana,Mathambgwane,-20.9977174,27.3352044,Yellow,FALSE,08/08/2017,76913.63,0.3342,6875.38,0.07,161.4,9
Ford,Falcon,Zedekiah,Female,Male,54,Managed,Mexico,Las Palmas,19.42998,-99.2130842,Red,FALSE,20/03/2002,41504.79,0.4207,14954.83,0.03,188.6,4.5
Pontiac,Grand Prix,Anallese,Female,Female,39,hierarchy,Greece,Koropí,37.9011442,23.8726503,Goldenrod,TRUE,05/01/2003,66639.46,0.1207,28093.77,0.05,165.5,2.9
Buick,Skyhawk,Hersh,Female,Male,45,Innovative,Russia,Yershov,55.747854,37.7783839,Yellow,FALSE,21/02/2009,30689.33,0.0315,8269.38,0.17,184.9,2.4
Dodge,Ram 1500 Club,Madelyn,Male,Female,36,mission-critical,Indonesia,Sendangkemulian,-8.0972,111.8163,Indigo,FALSE,08/11/2015,28612.7,0.0834,42322.23,0.2,121.3,10.3
Chevrolet,Suburban 2500,Wendel,Male,Male,57,Face to face,Greece,Palaífyto,40.7832844,22.2735926,Orange,FALSE,22/12/2017,65553.27,0.2755,33037.48,0.07,226.3,2.2
Lamborghini,Diablo,Penelope,Female,Female,72,tertiary,Maldives,Naifaru,5.4443719,73.3657118,Pink,TRUE,04/07/2013,94340.75,0.126,42418.78,0.12,165.7,9.3
Subaru,Baja,Thalia,Female,Female,44,capability,Sweden,Umeå,63.827461,20.2599325,Mauv,TRUE,05/11/2019,67247.59,0.5953,24985.27,0.11,152.4,6.2
Dodge,Caravan,Meghan,Male,Female,28,Universal,Germany,Essen,51.4780256,7.0328812,Blue,TRUE,06/09/2007,33893.4,0.5003,13272.08,0.05,198.6,9.4
Chevrolet,Tahoe,Say,Female,Male,57,throughput,China,Banyue,28.2586882,108.1171371,Violet,FALSE,02/04/2010,99102.13,0.356,29078.48,0.01,204.8,2.9
Chevrolet,Tahoe,Adelind,Male,Female,31,value-added,Philippines,Battung,16.7551121,121.7483586,Pink,FALSE,08/06/2017,29802.56,0.2337,28652.43,0.13,199.9,9.4
BMW,525,Mara,Female,Female,41,contingency,France,Lunel,43.6793979,4.131084,Crimson,FALSE,17/03/2018,61687.1,0.5726,31831.48,0.01,228.4,13.6
Cadillac,Escalade EXT,Georgine,Male,Female,38,artificial intelligence,China,Pucheng,27.917263,118.541256,Aquamarine,TRUE,21/01/2006,54771.89,0.5618,8096.41,0.04,153,5.4
BMW,X5,Stefano,Female,Male,72,Open-architected,Paraguay,San Patricio,-26.9777363,-56.828301,Crimson,FALSE,03/10/2018,60236.89,0.6613,43054.31,0.18,194.7,11.9
Mitsubishi,Excel,Mikaela,Male,Female,27,website,China,Wangji,31.275819,121.499653,Blue,FALSE,24/03/2012,73764.47,0.2679,12435.87,0.12,216.9,12.7
Pontiac,Grand Prix,Alic,Male,Male,66,Cross-group,China,Dengzhou,32.687733,112.087455,Crimson,FALSE,12/06/2008,29202.92,0.6954,15965.83,0.04,177.3,9.5
Acura,Legend,Lauri,Male,Female,25,zero defect,Nigeria,Keffi,8.8471213,7.8776023,Maroon,FALSE,01/08/2016,69493.42,0.1334,48093.27,0.06,124.4,11
Chevrolet,Lumina,Aubree,Male,Female,56,Object-based,China,Zhongxin,48.1973404,16.3587247,Maroon,TRUE,07/10/2015,86769.94,0.2588,45667.63,0.24,164.7,8.8
Mazda,CX-7,Upton,Female,Male,69,asynchronous,Greece,Charopó,41.2624266,23.3738571,Crimson,TRUE,19/11/2005,17673.38,0.2476,14790.68,0.02,120.3,5.7
Cadillac,CTS,Frankie,Male,Male,52,coherent,Russia,Vostryakovo,55.6613674,37.4429397,Puce,TRUE,05/06/2002,93367.99,0.2235,12463.08,0.09,192.7,13.1
Ram,Dakota,Eugene,Male,Male,57,Horizontal,Spain,Almeria,36.8414494,-2.4567059,Aquamarine,TRUE,05/07/2014,93532.72,0.5427,37675.15,0.24,188.9,13.2
Mercedes-Benz,400E,Oliviero,Male,Male,54,responsive,China,Weishanzhuang,39.63148,116.414675,Maroon,TRUE,17/08/2013,55152.62,0.3556,39658.8,0.12,121.4,14.3
Chevrolet,Express 2500,Alyce,Male,Female,43,leading edge,Azerbaijan,Barda,40.3706555,47.1378909,Khaki,TRUE,22/11/2020,17214.64,0.6685,23114.04,0.14,133.9,8.4
Porsche,968,Herrick,Male,Male,31,clear-thinking,Poland,Łęki,50.023333,20.6832469,Purple,FALSE,02/05/2018,83503.7,0.5468,9188.68,0.08,191.7,4.1
Lexus,ES,Amory,Male,Male,41,context-sensitive,China,Leijiadian,30.884195,115.764855,Orange,TRUE,25/04/2017,74285.27,0.175,22334.05,0.22,186.5,10.9
Mitsubishi,Mirage,Gianni,Male,Male,43,budgetary management,Bulgaria,Akhtopol,42.0993861,27.9407145,Orange,FALSE,31/08/2010,11495.56,0.0608,8764.84,0.17,207.5,3.3
Mitsubishi,Lancer,Lockwood,Female,Male,74,methodology,Jamaica,Richmond,18.2544504,-76.8865085,Teal,FALSE,03/07/2004,23825.29,0.3372,14235.1,0.15,194.7,6
Mitsubishi,Endeavor,Bondy,Male,Male,43,support,China,Dongbei,38.876483,121.549925,Orange,TRUE,08/10/2009,56296.39,0.0988,41812.95,0.04,200,6.1
BMW,M5,Timmie,Female,Male,51,knowledge user,Bulgaria,Aksakovo,43.3182911,28.0224528,Puce,FALSE,30/11/2020,91975.47,0.1847,15413.54,0.1,231,4.5
Hyundai,Genesis Coupe,Chrotoem,Female,Male,62,3rd generation,Costa Rica,Curridabat,9.915551,-84.031286,Puce,FALSE,26/06/2002,32913.18,0.0918,7652.5,0.06,134.3,14.6
Ford,F250,Chloe,Female,Female,23,5th generation,China,Golmud,36.406404,94.928484,Goldenrod,TRUE,16/12/2003,81297.47,0.4285,11639.05,0.23,215.9,9.5
Land Rover,Defender 110,Wilhelmina,Female,Female,44,background,China,Yucheng,36.933812,116.638327,Maroon,TRUE,02/05/2004,84330.64,0.3783,21722.23,0.08,150.6,11.8
Toyota,4Runner,Shana,Male,Female,40,even-keeled,Taiwan,Taitung City,22.7613207,121.1438152,Pink,TRUE,03/11/2018,65870.04,0.642,12747.48,0.09,160.1,13.2
Maserati,Quattroporte,Emanuele,Female,Male,37,Innovative,Russia,Novogireyevo,55.7483994,37.8009297,Crimson,TRUE,18/07/2002,32059.83,0.152,32045.4,0.02,247.8,5.9
Chevrolet,G-Series G30,Cassondra,Male,Female,65,Pre-emptive,Ireland,Ballinroad,52.1045472,-7.5717688,Violet,TRUE,11/11/2014,57034.97,0.3357,3131.5,0.25,176.6,11.2
Mitsubishi,Mirage,Sybila,Female,Female,55,monitoring,Denmark,København,55.6768397,12.5987652,Orange,FALSE,08/06/2014,11724.96,0.1662,42234.72,0.17,149.7,3.5
Toyota,Sequoia,Rosanne,Male,Female,56,help-desk,China,Xingfu,37.031485,118.254644,Indigo,TRUE,31/12/2007,49385.22,0.0249,43004.25,0.21,135.5,14.4
Toyota,Previa,Sayers,Male,Male,22,non-volatile,Argentina,Totoras,-36.5951114,-61.7625424,Aquamarine,TRUE,21/07/2002,49720.35,0.3066,5940.11,0.02,190.4,10.7
Mercedes-Benz,W201,Hans,Female,Male,48,real-time,Indonesia,Biris Daja,-7.15376,113.51969,Blue,FALSE,10/04/2008,18201.22,0.3891,3576.85,0.07,184.7,7.2
Honda,Odyssey,Thor,Male,Male,55,Innovative,Albania,Ersekë,40.3373262,20.6794676,Khaki,TRUE,02/11/2014,30377.98,0.0107,45790.46,0.06,191.9,14.8
Dodge,Caravan,Westbrooke,Female,Male,49,Phased,Indonesia,Titiakar,2.028983,101.585899,Red,TRUE,29/02/2020,28644.06,0.5711,24660.15,0.08,226.6,8.5
Volvo,V70,Irene,Male,Female,40,Progressive,Colombia,Santa Marta,11.2561208,-73.6344979,Maroon,TRUE,19/07/2011,40711.97,0.1254,31027.22,0.08,218.9,7
Mitsubishi,Outlander,Sanford,Male,Male,45,intranet,Philippines,San Roque,12.532252,124.870243,Teal,FALSE,10/06/2020,63515.33,0.5521,39906.57,0.03,212.6,11
BMW,5 Series,Aubree,Female,Female,75,Inverse,France,Quimper,47.9962116,-4.1020654,Aquamarine,FALSE,17/12/2008,44987.95,0.2692,9045.75,0.04,192.8,13.3
Dodge,Stealth,Haily,Male,Male,51,Synergistic,China,Shanxi,37.2425649,111.8568586,Aquamarine,TRUE,21/07/2009,12397.74,0.1915,32470.84,0.14,191.5,11.6
Chevrolet,Colorado,Percival,Male,Male,48,Enterprise-wide,France,Limoges,45.521519,3.5276642,Teal,TRUE,20/04/2018,20410.74,0.0618,30367.59,0.03,240,11.1
Mercury,Cougar,Evin,Female,Male,38,Right-sized,Italy,Trieste,45.6479728,13.7829495,Red,TRUE,30/07/2017,81536.99,0.3045,46683.73,0.14,150.6,12.4
GMC,Sierra 1500,Kassia,Female,Female,56,composite,China,Shantoudian,32.644699,117.743378,Turquoise,TRUE,26/08/2011,80640.4,0.363,10650.08,0.23,180.3,8.4
Eagle,Vision,Grant,Female,Male,23,time-frame,Peru,Ticaco,-15.9254,-69.3354,Goldenrod,TRUE,18/01/2014,86089.24,0.6411,3735.12,0.25,153.6,13.9
Infiniti,EX,Esmaria,Female,Female,27,high-level,China,Xiaogang,31.070643,113.943274,Fuscia,FALSE,28/01/2014,58076.07,0.1893,19004.73,0.07,152.9,14.1
Mitsubishi,Galant,Josefa,Female,Female,44,strategy,Spain,Badajoz,38.8744567,-6.9786326,Green,FALSE,27/02/2005,60972.31,0.2064,6579.56,0.01,180.7,4.2
Dodge,Magnum,Dick,Male,Male,37,ability,China,Yunshan,31.385597,120.980736,Green,FALSE,02/07/2011,36115.93,0.2081,30151.15,0.06,173.5,4.7
Honda,Element,Bruno,Male,Male,62,customer loyalty,China,Wafang,36.706962,119.161748,Yellow,FALSE,02/12/2008,32350.48,0.1826,18631.15,0.15,134,14.8
Mitsubishi,Truck,Fredrick,Female,Male,40,value-added,Peru,Breu,-9.483333,-72.716667,Teal,FALSE,17/04/2016,23868.65,0.4337,39306.62,0.23,183.5,3.2
Chevrolet,Express 2500,Averill,Female,Male,26,transitional,Canada,Dorval,45.44588,-73.7693013,Pink,FALSE,22/07/2017,52985.59,0.4146,4429.96,0.15,222.1,7.8
Ford,Taurus,Omar,Male,Male,23,implementation,Palestinian Territory,Bīr Nabālā,31.851182,35.200835,Green,TRUE,15/09/2006,15875.82,0.373,23393.3,0.1,131.2,4.1
Chrysler,300,Dita,Female,Female,59,Synergized,Ukraine,Mykolayiv,46.975033,31.9945829,Red,FALSE,19/12/2015,23821.95,0.5564,18006.83,0.24,247.4,10.5
Land Rover,Freelander,Jackie,Female,Female,75,Team-oriented,China,Mengdong,24.27397,98.960434,Fuscia,TRUE,14/07/2016,36027.56,0.2944,39230.21,0.07,175,12.1
GMC,Sierra 1500,Danila,Female,Female,40,groupware,Brazil,Tupaciguara,-18.5938307,-48.7043878,Mauv,FALSE,09/10/2013,48574.87,0.6542,42481.86,0.07,193.5,10.4
Mercury,Marauder,Tiffi,Female,Female,59,Intuitive,Indonesia,Cibatu,-6.5303987,107.5386809,Purple,FALSE,21/07/2016,79399.49,0.5525,15856.83,0.24,249.4,4.1
Mitsubishi,Lancer,D'arcy,Male,Male,42,local area network,Indonesia,Karangtengah,-6.8008183,107.1781769,Fuscia,TRUE,06/01/2008,32217.37,0.0045,45413.33,0.23,135.8,12.2
Honda,Accord,Gertie,Male,Female,59,methodical,Ukraine,Lazeshchyna,48.2735736,24.411971,Violet,FALSE,11/01/2008,87126,0.0768,15713.85,0.24,169,12.6
